,Alcam,Ank1,Ankrd55,B3galt1,Cdh9,Chodl,Cux2,Dlx1,Elfn1,Fam19a2,Fezf2,Foxp2,Gad2,Galnt14,Grin3a,Grm5,Kcnip4,Kcnk2,Kcnmb2,Ldb2,Lhx6,Lingo2,Mef2c,Mpped1,Npas1,Nr2f2,Nts,Parm1,Pcdh8,Pde1a,Prox1,Pvalb,Rorb,Satb2,Sema3e,Sez6,Slc32a1,Sv2c,Syndig1,Thsd7a,Tnni3k,Unc13c
849,5,4,0,3,0,0,5,0,0,1,0,0,3,0,1,5,0,0,0,2,1,1,8,1,0,0,0,2,0,3,0,14,0,2,0,0,4,0,2,0,0,0
850,24,2,0,10,0,0,36,1,2,2,0,0,1,0,1,27,7,1,1,3,0,3,53,16,1,1,0,0,1,17,1,3,5,14,1,8,1,2,15,1,0,0
851,17,17,0,9,2,0,46,2,0,2,1,0,13,0,0,26,1,2,2,2,10,1,58,25,0,0,0,3,3,9,0,50,2,26,0,8,13,2,7,6,0,0
852,3,10,0,3,1,1,11,3,22,1,0,0,33,5,8,12,0,0,1,3,9,1,22,11,4,0,0,0,3,14,1,13,3,7,0,1,15,1,6,14,0,0
853,18,6,0,12,0,0,32,0,2,7,0,0,2,1,1,28,4,0,0,0,0,3,60,10,1,0,0,0,1,7,3,4,2,16,1,3,1,1,23,0,0,0
854,17,2,0,5,0,1,24,0,0,3,1,0,2,1,2,11,1,1,0,1,1,4,37,8,0,0,0,1,0,5,3,3,3,12,0,2,2,2,8,1,0,0
855,47,3,0,8,0,0,89,0,3,0,0,1,6,2,2,29,13,4,0,15,0,3,109,18,0,0,0,1,1,32,0,6,1,39,0,9,2,3,19,2,0,0
856,14,4,1,7,1,1,57,0,1,3,0,1,4,0,3,33,4,0,1,8,0,4,69,10,0,1,1,1,1,12,1,8,1,34,0,8,4,1,20,1,1,0
857,19,6,1,4,0,0,43,1,4,3,0,0,1,0,2,30,3,4,0,5,0,6,84,12,1,0,0,1,7,18,1,1,1,26,0,12,0,4,12,1,1,0
858,4,1,3,4,0,0,17,6,13,4,0,0,56,14,7,25,1,5,4,1,0,1,33,8,7,4,0,6,11,7,23,3,2,12,6,30,19,0,8,9,0,0
859,9,6,3,4,0,0,27,0,4,4,2,0,4,1,0,26,6,2,0,5,2,5,36,8,0,0,0,3,2,8,2,7,4,14,0,3,0,1,3,1,1,1
860,1,3,0,3,0,0,6,1,2,2,1,0,0,0,2,9,2,1,0,2,0,1,14,5,0,0,0,2,1,0,4,1,0,5,0,1,1,0,5,1,1,2
861,17,1,1,4,0,0,36,1,2,2,0,0,3,0,1,16,5,0,1,2,0,0,35,7,1,1,0,0,1,14,0,0,2,13,0,2,0,3,12,1,0,0
862,14,9,1,2,0,0,22,1,0,8,0,0,0,0,2,14,2,1,0,2,0,2,34,10,0,0,0,0,3,2,0,3,3,14,0,0,1,0,8,1,1,1
863,32,8,1,17,0,0,33,1,3,6,1,1,0,0,1,26,9,3,0,3,0,4,77,23,0,0,0,2,0,15,2,2,10,32,0,7,1,3,20,1,0,0
864,3,38,0,3,0,0,9,1,0,5,0,0,10,1,0,13,1,0,2,0,1,1,12,6,0,0,0,6,1,0,0,62,0,3,0,1,16,1,3,0,0,0
865,4,1,1,3,1,0,4,0,1,1,0,1,2,0,0,12,1,0,0,2,0,0,10,4,0,1,0,0,0,2,0,0,1,5,0,3,1,2,4,0,0,1
866,7,2,1,5,0,0,31,1,2,0,0,0,1,0,0,15,3,2,0,4,0,0,32,6,0,0,0,0,2,3,2,2,0,15,0,1,2,0,11,2,0,0
867,23,4,1,4,0,0,37,0,1,3,0,0,3,0,1,22,9,3,0,3,0,6,54,10,0,0,0,1,0,6,0,3,1,13,0,6,0,1,10,0,0,0
868,10,1,0,3,0,0,19,1,4,3,1,0,3,3,1,11,2,2,1,1,1,0,41,13,0,0,0,0,0,12,0,8,2,10,0,6,1,0,4,1,0,0
869,10,8,0,5,0,0,29,0,1,1,0,0,1,0,1,14,2,1,0,1,0,1,39,8,0,0,0,1,0,16,0,3,2,7,1,2,1,1,8,0,0,0
870,7,7,1,2,0,0,29,1,1,1,0,0,1,1,0,26,3,2,0,2,0,1,41,7,0,0,1,1,0,3,2,4,0,4,0,2,1,1,3,1,0,0
871,25,4,0,7,0,0,29,1,3,2,0,2,2,1,0,23,5,1,0,3,1,2,51,13,0,0,0,3,2,9,0,1,2,10,0,3,0,1,7,1,1,0
872,16,18,4,5,2,0,51,2,0,4,0,4,44,1,1,29,8,0,3,5,8,5,56,37,0,0,0,1,5,7,1,47,3,12,0,8,29,1,12,16,0,2
873,9,1,0,4,0,0,16,0,5,2,0,0,0,0,0,9,0,1,0,0,0,0,19,7,0,0,0,0,1,2,1,0,5,10,0,0,1,0,4,1,1,0
874,13,3,0,3,0,1,16,1,1,2,0,0,1,0,0,10,1,2,1,0,0,0,22,11,1,0,0,1,3,3,0,1,1,10,0,1,1,1,3,0,0,1
875,17,4,0,5,0,0,47,0,1,4,0,1,3,1,2,17,3,2,0,2,0,6,45,10,0,0,1,0,5,2,1,4,2,16,0,5,3,0,7,1,1,0
876,26,3,0,8,1,0,23,1,3,6,1,1,0,0,1,25,11,2,0,5,0,5,93,18,0,0,1,1,2,5,1,2,9,17,0,2,0,3,17,1,1,1
877,47,13,1,7,0,0,41,1,0,3,2,1,2,0,1,36,6,10,0,7,1,3,74,23,1,0,1,12,2,15,2,1,5,18,1,5,2,3,13,2,2,3
878,29,3,0,3,3,0,27,2,4,5,0,0,1,0,1,13,3,1,0,7,0,3,43,21,0,0,0,3,1,7,1,1,7,19,1,8,0,2,5,0,1,0
879,10,3,1,6,0,0,27,0,2,2,0,1,3,1,7,13,3,1,0,3,0,1,52,13,0,0,0,0,4,7,0,3,1,14,0,9,0,1,8,3,0,2
880,38,5,0,15,0,0,52,0,3,7,0,0,4,0,0,42,6,0,0,9,1,9,67,14,1,1,0,3,3,15,0,2,13,28,0,6,0,2,21,1,0,0
881,27,6,0,8,0,1,36,0,2,3,0,0,2,0,1,18,4,3,0,6,0,2,49,13,0,1,0,1,0,9,1,3,1,23,0,11,1,7,9,1,0,0
882,16,6,0,7,0,0,21,0,1,2,1,0,4,0,1,14,3,1,1,2,0,1,45,6,0,0,1,1,0,6,0,2,8,9,0,5,1,1,10,0,0,0
883,25,4,0,11,1,1,32,1,3,10,0,0,6,1,1,36,11,9,0,1,0,5,88,16,0,0,0,1,0,6,2,5,34,26,0,5,1,1,17,4,1,2
884,7,2,0,4,0,0,42,0,3,3,0,0,1,2,2,10,1,3,0,1,0,0,27,10,0,1,0,1,2,12,0,0,9,23,0,4,1,0,6,0,0,1
885,23,7,3,6,1,0,45,0,0,4,0,0,2,0,1,23,4,0,1,11,0,4,71,30,0,1,0,2,3,10,0,4,5,20,0,10,0,2,18,0,0,1
886,3,4,0,3,0,0,2,0,2,1,0,0,17,3,1,8,0,0,0,0,0,0,15,6,0,0,0,1,0,0,0,1,2,2,0,1,1,3,2,1,0,0
887,15,2,0,4,0,0,14,1,2,3,0,0,0,0,1,11,3,5,0,1,0,1,21,10,0,0,0,3,0,9,0,2,6,10,0,1,0,0,10,1,1,1
888,3,0,0,1,0,0,7,1,2,0,0,0,19,0,0,8,1,0,0,0,0,1,20,5,0,0,0,2,3,8,3,7,3,2,0,5,6,7,2,1,0,0
889,17,2,0,9,0,1,31,1,4,3,1,0,2,0,0,31,4,3,0,5,0,0,54,19,0,0,1,7,2,9,0,8,10,24,0,6,0,1,11,2,0,0
890,15,7,0,3,0,0,14,0,6,4,0,1,1,1,2,7,2,2,0,3,0,4,45,15,0,0,0,1,0,1,1,4,8,15,0,4,1,5,3,0,0,2
891,9,4,0,4,0,1,22,0,0,3,0,1,2,0,0,17,1,3,0,3,0,4,49,7,0,0,0,1,0,6,1,3,1,12,1,6,0,6,6,0,0,0
892,19,7,0,8,0,1,19,0,1,6,0,1,0,2,1,18,4,4,0,4,5,2,54,14,0,0,0,3,1,9,6,4,6,14,0,3,4,11,10,0,0,0
893,3,8,0,1,0,0,10,0,4,2,0,3,1,1,1,4,4,0,1,0,1,0,13,3,0,0,0,0,1,2,2,8,3,6,0,0,1,1,3,1,0,0
894,40,14,0,6,2,0,37,1,8,12,0,0,3,0,10,39,10,3,0,8,1,3,90,15,2,0,0,3,5,21,2,4,11,28,5,9,0,6,22,2,1,2
895,1,4,0,4,0,0,17,1,1,6,0,0,1,1,0,12,1,2,0,1,1,2,28,5,0,0,0,0,1,4,0,3,7,8,0,5,2,0,4,1,0,0
896,3,12,0,2,1,1,6,0,0,1,0,0,12,0,0,3,4,5,0,0,2,0,15,13,0,0,0,6,0,2,1,43,2,4,0,2,6,0,1,2,0,0
897,11,0,1,7,0,0,21,0,2,1,1,0,1,2,1,16,4,1,0,2,0,1,24,4,0,0,1,0,0,5,0,4,1,9,0,3,2,1,5,1,0,0
898,25,2,1,8,0,0,46,0,2,2,0,2,3,1,2,42,12,3,0,7,0,6,81,29,0,0,0,0,2,8,0,2,3,24,0,9,0,3,15,0,0,0
899,12,4,0,6,0,0,36,1,1,3,1,1,1,0,0,29,12,3,0,2,0,6,73,25,0,0,0,2,1,17,0,3,3,15,1,9,2,1,11,1,1,0
900,3,0,0,0,0,0,7,0,0,0,1,1,0,0,1,7,2,0,0,2,0,1,16,5,0,0,0,0,0,2,0,1,0,5,0,2,1,0,4,0,0,0
901,16,5,0,5,0,0,40,0,2,4,0,0,1,1,0,19,4,1,1,4,0,3,61,15,0,0,0,1,0,22,0,6,4,25,0,5,0,0,17,2,1,1
902,3,3,0,3,0,0,20,0,0,5,0,0,0,3,1,10,0,0,1,1,0,0,34,8,0,0,0,1,0,4,0,4,5,14,0,1,1,0,9,0,1,0
903,9,3,1,3,0,0,17,0,0,2,0,0,0,1,0,13,3,2,1,5,1,0,28,11,0,0,0,3,1,5,3,1,3,12,0,0,1,6,11,0,1,0
904,9,18,3,2,0,0,9,0,1,3,2,0,13,0,1,12,2,5,7,1,2,1,22,11,0,0,0,5,0,3,0,87,2,3,0,3,25,0,5,5,1,1
905,14,2,0,8,0,0,20,1,1,1,2,0,1,2,1,15,3,1,0,1,1,1,21,13,0,0,0,1,0,4,2,3,0,16,0,2,2,2,8,1,0,1
906,13,3,1,4,2,0,9,0,1,2,0,1,2,1,1,8,3,5,0,2,0,0,25,9,1,0,2,1,1,6,0,9,7,12,0,1,0,0,8,2,0,1
907,4,3,0,3,0,0,4,0,2,1,1,1,2,0,0,4,4,2,0,0,0,0,17,7,0,0,0,1,0,4,1,4,3,5,0,0,4,1,4,0,0,0
908,19,2,0,9,0,0,31,1,0,4,0,0,1,0,1,10,0,5,0,1,0,4,54,9,0,0,0,3,0,9,0,2,8,23,0,4,1,0,15,0,0,1
909,8,1,0,4,0,0,26,0,1,4,0,0,0,0,1,10,0,2,0,0,0,3,22,6,0,0,0,2,0,5,0,1,2,8,1,3,0,0,5,0,0,0
910,21,6,2,8,1,0,19,0,1,2,0,1,1,0,1,12,2,0,0,3,0,4,41,5,1,0,0,0,1,11,0,5,0,10,1,1,0,0,5,1,0,0
911,15,3,0,7,1,0,8,0,1,3,0,0,3,0,0,11,5,4,0,0,0,1,33,8,0,1,0,0,1,7,0,1,4,7,0,3,0,1,13,1,1,0
912,39,8,2,7,0,1,29,0,2,6,0,1,4,1,0,25,7,4,0,6,0,3,95,26,0,0,0,8,3,26,0,2,13,33,0,9,1,3,22,3,0,0
913,4,0,0,0,1,0,7,0,2,2,1,1,0,1,1,7,2,4,0,0,0,1,30,3,0,0,1,2,2,3,1,6,2,6,1,1,1,1,4,0,0,0
914,5,2,0,1,1,1,7,0,1,2,0,1,0,1,1,4,0,1,0,1,0,0,16,4,1,0,0,1,0,3,0,2,1,2,0,2,0,1,3,0,0,0
915,21,6,0,4,0,0,15,1,1,4,0,0,1,1,2,14,4,9,0,9,0,2,46,19,0,0,0,2,1,9,1,9,5,17,0,2,1,10,15,0,0,0
916,39,7,0,10,0,0,35,0,2,3,0,0,0,0,1,25,6,12,0,8,0,5,99,38,0,0,0,10,5,24,0,2,3,21,0,7,1,3,16,0,1,0
917,5,2,0,6,0,0,13,0,0,1,0,1,1,1,2,6,4,1,0,1,0,1,24,13,0,0,1,1,2,7,0,1,5,6,0,7,2,0,2,0,0,0
918,11,3,1,8,1,0,40,1,3,6,2,0,1,0,0,11,2,1,0,2,0,3,46,19,0,0,0,4,1,9,0,3,4,14,1,3,0,2,12,1,0,0
919,9,2,0,5,0,0,27,1,1,5,0,0,1,0,0,5,1,5,0,2,0,1,42,12,0,0,0,0,0,1,0,3,16,14,0,0,1,0,7,1,0,0
920,14,7,0,8,0,0,31,0,4,5,0,0,3,0,2,18,5,4,0,0,0,6,69,18,0,0,0,1,0,3,0,3,3,16,0,3,1,1,14,3,0,2
921,8,4,0,5,1,0,19,0,0,1,0,0,0,2,0,11,1,2,1,0,0,0,30,6,0,0,1,0,0,3,0,1,8,5,0,0,1,0,1,1,0,0
922,5,24,2,1,0,0,6,2,0,2,0,0,14,0,1,5,5,0,0,0,0,0,15,17,0,0,0,16,0,3,0,153,0,1,0,4,22,0,2,2,0,0
923,21,4,2,8,0,1,43,0,1,12,2,0,10,0,1,22,7,1,0,5,0,2,83,31,0,0,0,3,1,15,1,4,4,20,0,4,0,0,11,1,1,0
924,14,2,0,4,0,0,24,0,0,1,0,0,0,0,0,10,1,0,0,1,0,1,35,13,0,0,0,2,1,11,0,4,3,11,0,5,1,0,2,2,0,0
925,19,8,2,6,0,0,31,0,3,13,0,0,3,2,0,23,8,5,0,0,1,3,41,16,1,0,1,0,0,8,1,7,14,14,1,3,0,1,18,1,0,3
926,19,3,0,7,0,1,22,0,3,6,0,0,5,3,0,16,1,3,0,6,0,3,43,12,0,0,0,0,2,12,1,5,16,14,1,4,1,0,6,3,0,1
927,11,2,0,7,0,0,12,0,1,2,0,1,1,0,1,7,2,2,0,0,0,2,26,6,0,0,0,0,0,10,0,5,1,7,0,2,3,3,11,0,0,0
928,2,3,1,3,0,0,11,0,2,1,0,0,1,0,0,3,1,0,0,0,0,0,8,3,0,0,0,1,0,2,0,2,1,4,0,0,0,0,3,0,0,0
929,11,0,0,4,0,0,11,2,0,4,0,0,2,0,0,9,2,2,0,0,0,1,23,7,0,0,1,0,1,5,0,2,5,12,1,1,2,0,13,1,0,2
930,4,0,0,3,0,0,11,0,1,2,0,0,0,0,1,5,1,1,0,1,0,0,13,4,0,0,0,0,0,3,0,2,3,5,0,2,0,0,3,1,0,1
931,26,1,0,10,0,0,28,0,1,2,0,1,1,1,2,23,4,1,0,4,0,1,37,16,0,0,0,0,0,11,2,0,6,7,1,8,1,4,12,0,0,1
932,9,0,0,3,0,0,6,1,1,1,0,0,0,1,0,5,1,4,0,3,0,4,27,5,0,1,0,3,0,8,0,2,11,11,0,2,1,0,6,0,1,2
933,13,0,0,0,0,0,7,1,2,5,0,0,1,1,0,6,5,0,0,3,0,0,16,3,0,0,0,2,0,5,1,0,6,10,2,1,0,0,4,2,0,1
934,5,0,0,2,1,0,10,1,0,1,0,0,1,0,1,3,1,0,0,0,0,1,11,3,0,0,0,1,0,1,1,3,0,4,0,1,1,0,2,1,0,0
935,7,7,2,2,0,0,15,0,1,5,0,0,0,0,2,9,4,4,1,0,0,2,39,13,0,0,0,0,0,4,0,1,9,8,1,1,0,0,6,3,0,0
936,13,5,1,11,0,0,10,0,3,9,0,0,0,1,1,9,5,5,0,3,0,4,58,20,0,0,0,8,6,8,1,3,5,14,1,8,1,4,8,3,0,1
937,7,0,0,3,0,0,7,0,0,2,0,0,0,1,1,3,1,1,1,2,0,0,18,10,0,0,1,0,0,3,0,0,1,6,0,1,0,0,3,1,0,0
938,9,2,0,5,0,0,25,0,1,5,0,0,1,0,1,13,8,8,1,1,0,2,27,18,0,1,0,2,1,5,0,1,3,13,0,3,0,1,8,0,0,0
939,3,10,12,5,1,0,11,3,23,2,0,0,61,3,41,11,1,6,0,1,3,1,21,35,1,0,0,2,7,18,3,3,1,1,1,3,56,1,2,16,0,4
940,16,5,0,6,0,0,12,0,0,5,0,0,1,0,1,13,8,2,0,1,0,4,39,11,0,0,0,3,1,6,1,0,2,12,0,3,0,3,2,0,0,1
941,11,3,0,5,0,0,9,1,2,6,0,0,0,1,1,13,6,3,0,2,1,3,39,21,0,0,1,1,0,0,0,1,7,12,2,2,4,1,5,1,1,0
942,1,0,0,5,0,0,9,2,1,1,0,0,3,2,2,5,0,2,1,0,0,1,12,12,0,0,0,1,0,4,1,3,2,9,1,0,0,0,7,2,0,0
943,4,6,0,3,0,0,13,6,7,3,0,0,1,0,2,2,3,1,0,0,0,4,18,9,1,1,0,2,10,2,17,3,2,5,4,19,9,0,4,1,1,0
944,14,5,1,4,0,0,10,0,0,3,0,0,1,0,2,6,2,0,0,3,0,5,18,6,0,0,0,2,0,5,1,0,6,11,0,1,0,2,5,0,1,0
945,7,2,0,0,0,0,5,0,0,4,0,0,1,0,0,6,2,3,0,0,0,1,8,1,0,0,0,0,1,0,0,2,3,5,0,0,0,0,2,0,0,0
946,3,2,0,4,0,0,14,0,0,1,0,1,0,0,0,10,1,0,0,0,0,1,14,4,0,0,0,0,3,11,0,1,0,6,1,2,0,0,2,0,0,0
947,9,2,1,7,0,0,32,2,1,2,0,0,0,0,1,9,0,1,0,0,0,1,23,15,0,0,0,0,1,13,1,6,2,15,0,5,0,0,5,2,0,0
948,8,1,0,1,0,0,7,0,3,2,0,0,0,0,1,3,1,1,0,1,0,1,16,1,0,0,0,0,0,5,0,0,2,7,0,1,0,0,9,0,0,1
949,8,1,2,3,0,0,24,1,0,3,0,0,1,0,3,8,5,0,0,0,0,2,22,12,1,0,0,0,0,6,0,4,7,11,0,0,2,1,8,0,0,0
950,5,1,0,3,0,0,9,0,0,1,0,0,0,2,1,7,1,2,0,1,0,4,35,8,0,0,0,0,1,3,0,2,3,12,0,2,0,0,4,0,0,1
951,11,4,0,3,0,1,8,0,1,3,0,1,2,0,4,4,6,3,0,1,0,1,35,14,0,0,0,1,2,6,0,6,3,7,1,3,1,1,7,1,0,0
952,4,1,0,3,0,0,3,0,0,3,0,0,0,1,0,4,0,0,0,1,0,4,11,6,0,0,1,0,0,1,0,0,1,6,0,3,1,0,1,0,0,0
953,9,1,0,11,0,1,10,0,2,3,0,0,1,3,1,14,5,5,0,2,0,5,47,7,0,0,0,1,2,8,1,4,5,11,1,1,0,0,6,0,0,0
954,15,0,0,3,0,0,8,0,1,5,0,0,1,0,1,10,5,1,0,1,0,3,32,9,1,0,0,0,0,2,1,1,3,7,0,4,1,5,5,0,0,1
955,20,9,1,5,3,1,22,0,11,5,0,0,15,3,14,17,2,2,2,3,5,3,68,28,0,0,0,4,7,18,0,3,5,20,1,6,22,2,10,2,0,1
956,7,1,0,1,0,0,1,0,0,1,0,0,5,0,0,2,0,0,0,1,0,0,18,9,0,0,0,2,1,1,2,3,2,2,1,0,1,2,3,0,0,0
957,10,2,0,5,0,0,15,0,0,2,0,0,1,0,1,11,2,1,0,1,0,3,24,9,0,0,1,0,0,3,1,4,1,14,0,0,0,0,4,0,0,0
958,8,4,0,0,0,0,3,0,0,2,0,0,1,1,1,3,1,2,0,0,0,0,13,7,0,0,0,0,0,4,1,16,4,9,0,1,4,1,6,2,0,0
959,14,2,2,3,0,0,15,0,1,4,0,1,1,0,0,10,6,2,0,0,0,7,50,23,0,0,0,2,0,12,0,2,5,12,1,6,3,1,8,0,0,0
960,1,2,0,2,0,0,0,2,0,1,0,0,11,5,4,3,0,2,0,0,0,2,9,6,1,0,0,3,0,1,7,1,1,3,0,5,1,0,2,1,0,0
961,8,34,2,0,0,1,7,5,0,5,0,0,17,0,0,12,1,0,6,0,3,0,29,19,0,0,0,23,1,1,0,165,1,2,0,2,42,0,7,5,0,1
962,9,2,0,4,0,0,3,0,0,5,0,0,0,0,0,5,2,2,0,2,0,0,22,1,0,0,0,3,0,2,0,5,1,2,1,4,1,0,8,0,0,0
963,11,5,0,4,0,0,4,0,0,5,1,0,9,0,0,3,0,2,0,1,2,2,26,9,0,0,0,6,0,3,1,30,2,1,1,6,10,1,3,0,0,0
964,7,2,0,6,0,0,4,0,0,3,0,2,0,0,0,4,2,1,0,2,0,1,38,12,0,0,0,3,0,9,1,0,3,4,0,1,0,0,3,0,0,0
965,4,1,0,9,0,0,10,0,0,1,0,0,0,0,0,7,3,1,0,0,1,2,38,24,0,0,0,1,0,7,0,6,1,5,0,0,1,0,1,0,0,0
966,5,1,0,6,0,0,21,1,1,6,0,0,1,0,0,11,1,2,0,1,0,3,46,12,0,0,0,1,1,17,0,5,0,12,0,3,0,0,6,1,0,0
967,4,6,0,2,0,0,14,0,0,2,0,0,0,0,0,6,3,0,0,4,0,2,29,7,0,0,1,1,2,6,0,2,1,8,0,4,0,1,8,0,0,0
968,26,3,0,3,0,0,8,0,1,2,0,0,0,0,0,17,4,3,0,6,0,1,52,20,0,0,1,6,0,9,0,4,4,13,0,9,3,2,8,0,0,0
969,3,0,0,2,0,0,12,0,0,3,0,0,0,0,1,8,3,0,0,2,1,3,27,11,0,0,1,0,2,1,0,3,0,5,0,2,0,1,2,0,0,0
970,9,0,0,1,0,0,14,0,1,2,0,1,0,0,1,18,4,0,0,0,0,3,33,13,0,0,0,1,3,4,1,0,4,4,1,6,1,0,1,0,0,0
971,4,4,0,7,0,0,13,0,0,6,0,0,1,1,0,5,5,2,0,1,0,3,42,10,0,0,1,3,3,7,0,3,3,8,1,1,0,0,4,0,0,0
972,4,3,0,4,0,0,12,1,0,2,0,0,1,1,0,9,3,1,0,2,0,1,35,14,0,0,0,0,1,8,0,1,1,7,1,2,0,0,4,0,0,0
973,6,7,0,8,0,0,21,0,0,5,0,0,0,0,1,20,7,1,0,2,1,6,40,14,0,0,0,2,1,8,0,2,3,7,0,6,2,1,7,0,0,0
974,3,5,0,3,0,0,4,0,0,1,0,0,5,0,1,4,1,0,0,1,0,1,20,2,0,0,0,4,0,2,0,16,2,1,0,0,3,0,2,1,0,0
975,1,3,2,3,0,0,2,5,0,0,1,0,71,2,1,9,1,1,2,0,0,1,15,20,0,1,0,7,0,0,7,1,1,1,6,9,19,13,0,4,0,0
976,11,3,0,5,0,0,22,0,0,1,1,0,0,1,0,11,3,1,0,2,0,0,37,12,0,0,0,0,2,6,0,2,1,15,0,2,0,0,10,0,0,0
977,6,0,0,1,0,0,10,0,0,2,0,0,1,0,0,10,4,1,0,1,0,3,31,4,0,0,0,1,0,7,0,1,3,13,0,5,0,0,6,0,0,0
978,4,0,2,3,0,3,12,0,0,0,0,0,1,0,1,7,1,0,0,1,0,2,25,8,0,0,0,0,1,6,0,0,1,3,2,2,0,0,0,0,0,0
979,0,1,0,4,0,0,9,1,1,0,0,0,0,1,0,9,4,0,0,2,0,1,20,7,0,0,1,2,2,4,0,3,0,8,0,2,0,0,4,0,1,1
980,4,3,0,2,0,0,14,0,0,1,0,0,0,0,0,6,0,0,0,2,0,0,15,10,0,0,0,1,2,5,0,1,0,6,0,3,0,0,4,0,1,0
981,5,0,0,4,0,0,11,0,1,0,0,0,1,0,0,5,0,2,0,0,0,1,19,4,0,0,0,1,0,7,1,1,3,10,1,1,0,1,6,0,0,0
982,3,1,0,3,0,0,16,0,0,1,0,0,0,0,0,11,4,0,0,0,0,4,19,3,0,0,0,0,2,4,0,0,1,4,0,2,1,0,1,0,0,0
983,4,2,0,2,0,0,4,0,0,2,0,1,0,0,1,2,2,1,0,2,0,0,15,4,0,0,0,0,2,3,0,1,1,3,0,0,1,0,0,1,0,0
984,7,5,0,3,0,0,15,0,0,4,0,1,0,0,3,5,0,2,0,0,0,0,27,13,0,1,0,0,0,0,0,2,6,3,0,1,0,0,3,0,0,0
985,6,1,0,1,0,0,15,0,0,3,0,0,3,0,0,21,1,0,0,3,0,1,33,18,0,1,1,0,3,5,0,0,0,4,0,6,0,0,1,2,0,0
986,2,0,0,0,0,0,11,0,0,1,0,0,1,0,4,4,1,0,0,2,0,2,19,8,0,0,0,0,1,2,0,0,1,3,0,4,1,0,1,2,0,2
987,16,2,0,4,0,0,42,0,0,2,0,0,0,1,0,19,5,0,0,4,0,4,53,7,0,0,0,3,0,23,0,0,1,14,0,4,0,0,5,1,1,0
988,10,2,0,3,0,0,24,0,0,12,0,0,1,1,1,20,5,2,0,1,0,3,51,19,0,0,0,0,6,6,1,1,2,6,0,3,0,1,3,0,0,0
989,2,1,1,1,0,0,24,0,0,1,0,0,2,0,0,16,1,0,0,0,0,2,29,14,0,0,0,0,3,13,0,1,0,2,0,4,0,0,1,1,0,0
990,13,0,0,6,0,0,12,0,0,0,0,0,1,0,1,13,2,0,0,1,1,5,39,13,0,0,1,0,8,9,0,2,1,12,0,6,0,0,2,1,1,0
991,7,2,0,1,0,0,12,0,1,5,0,2,0,0,0,14,3,2,0,5,0,0,44,15,0,0,0,0,3,12,0,0,0,5,0,5,0,0,4,0,0,0
992,4,21,0,2,0,0,11,2,0,3,0,0,15,0,1,3,2,0,3,1,3,0,22,11,0,0,0,9,3,1,0,66,0,2,0,1,16,0,0,3,0,0
993,2,2,0,2,0,0,8,0,0,0,0,0,1,0,0,9,1,0,0,3,1,2,9,6,0,0,1,0,3,1,0,2,2,4,0,1,0,0,1,0,0,0
994,1,0,0,2,0,0,5,0,0,2,0,0,2,0,0,9,1,0,0,0,0,1,14,11,0,0,0,1,0,0,1,0,3,2,0,3,1,0,2,1,0,0
995,4,1,1,3,0,0,12,0,0,4,0,0,0,0,0,5,0,1,0,0,0,0,9,8,0,0,0,0,0,6,1,3,0,3,0,2,0,0,3,0,0,0
996,4,2,0,3,0,0,17,0,2,5,0,0,3,1,1,9,0,1,0,3,0,3,27,12,0,0,0,1,0,5,1,5,0,8,1,6,3,0,2,1,0,0
997,2,0,0,1,0,0,11,0,2,2,0,1,2,0,0,2,0,0,0,2,0,1,7,3,0,0,0,1,3,2,1,0,3,6,0,1,1,1,1,0,0,1
998,4,0,1,3,0,0,15,0,3,1,0,0,1,0,0,8,3,0,0,1,0,2,42,12,0,0,0,1,3,13,0,0,1,6,0,4,0,0,3,1,0,0
999,13,2,0,4,0,0,24,0,0,2,0,0,0,0,1,23,3,0,0,2,0,1,37,26,0,0,0,1,1,12,0,0,0,10,1,6,0,0,7,1,0,0
1000,9,0,0,4,0,0,12,1,1,6,0,0,0,2,0,9,5,0,0,0,0,1,19,8,0,0,0,1,1,4,0,2,0,1,0,4,0,1,4,1,0,0
1001,9,3,0,5,0,0,27,9,3,2,0,0,32,6,8,18,3,0,0,0,0,4,30,10,8,5,0,15,0,7,0,0,3,11,1,5,9,0,2,2,0,1
1002,3,2,0,2,0,0,11,1,3,1,0,0,2,0,1,9,1,1,0,0,0,1,19,9,0,0,1,1,0,6,1,2,0,6,0,4,0,0,2,0,0,1
1003,21,2,1,0,0,0,50,0,3,2,0,0,0,0,0,12,5,0,0,3,0,5,53,18,0,0,0,1,1,8,3,2,1,11,0,4,0,0,10,1,1,1
1004,4,0,0,2,0,0,13,0,1,6,0,2,1,0,0,6,3,1,0,2,0,0,30,14,0,0,0,1,5,4,0,1,0,6,0,3,0,0,0,0,0,0
1005,8,1,0,2,0,0,30,3,1,1,0,0,0,0,1,17,3,0,0,5,0,5,46,10,0,1,0,1,9,5,0,0,0,4,0,6,2,0,1,0,1,1
1006,22,0,0,5,0,0,26,0,1,1,1,0,3,1,0,9,4,0,1,0,0,0,37,22,3,1,0,1,6,16,2,0,1,19,1,6,1,0,5,1,0,0
1007,6,18,0,1,0,0,12,0,0,1,0,0,14,0,1,15,1,1,0,0,1,0,36,15,0,0,0,13,0,7,0,71,0,3,0,6,22,0,6,9,0,0
